Motorola Solutions Inc. (MSI) ,MSI,14630000000, 11/04/2015 , Sep 2015 , $0.65 , 2 , $0.35 ,-46.15%
MRV Communications Inc. (MRVC) ,MRVC,89220000, 11/04/2015 , Sep 2015 , $0.02 , 1 , $-0.14 ,-800%
MUELLER WATER PRODUCTS (MWA) ,MWA,1440000000, 11/04/2015 , Sep 2015 , $0.15 , 8 , $0.12 ,-20%
Murphy USA Inc. (MUSA) ,MUSA,2670000000, 11/04/2015 , Sep 2015 , $1.47 , 3 , $1.36 ,-7.48%
MYR Group Inc. (MYRG) ,MYRG,486240000, 11/04/2015 , Sep 2015 , $0.41 , 6 , $0.39 ,-4.88%
Navidea Biopharmaceuticals Inc. (NAVB) ,NAVB,299890000, 11/04/2015 , Sep 2015 , $n/a , 0 , $-0.05 ,n/a
Neenah Paper Inc. (NP) ,NP,1140000000, 11/04/2015 , Sep 2015 , $0.81 , 2 , $0.83 ,2.47%
New Mountain Finance Corporation (NMFC) ,NMFC,815430000, 11/04/2015 , Sep 2015 , $0.34 , 6 , $0.35 ,2.94%
Newcastle Investment Corporation (NCT) ,NCT,331100000, 11/04/2015 , Sep 2015 , $0.2 , 1 , $0.06 ,-70%
Newport Corporation (NEWP) ,NEWP,603210000, 11/04/2015 , Sep 2015 , $0.23 , 2 , $0.28 ,21.74%
NewStar Financial Inc. (NEWS) ,NEWS,488780000, 11/04/2015 , Sep 2015 , $0.11 , 2 , $0.1 ,-9.09%
NN Inc. (NNBR) ,NNBR,365000000, 11/04/2015 , Sep 2015 , $0.33 , 4 , $0.34 ,3.03%
Norsat International Inc. (NSAT) ,NSAT,25080000, 11/04/2015 , Sep 2015 , $n/a , 0 , $0.2 ,n/a
Northern Oil and Gas Inc. (NOG) ,NOG,313550000, 11/04/2015 , Sep 2015 , $0.17 , 6 , $0.26 ,52.94%
Northwest Pipe Company (NWPX) ,NWPX,130080000, 11/04/2015 , Sep 2015 , $-0.47 , 1 , $0.61 ,-229.79%
NRG Energy Inc. (NRG) ,NRG,4420000000, 11/04/2015 , Sep 2015 , $0.79 , 5 , $0.48 ,-39.24%
NRG Yield Inc. (NYLD) ,NYLD,2740000000, 11/04/2015 , Sep 2015 , $0.29 , 5 , $n/a ,n/a
NRG Yield Inc. (NYLD.A) ,NYLD.A,, 11/04/2015 , Sep 2015 , $0.25 , 1 , $0.2 ,-20%
Numerex Corp. (NMRX) ,NMRX,155240000, 11/04/2015 , Sep 2015 , $0.03 , 2 , $0.01 ,-66.67%
O2Micro International Limited (OIIM) ,OIIM,45040000, 11/04/2015 , Sep 2015 , $-0.11 , 3 , $-0.11 ,-0%
OM Asset Management plc (OMAM) ,OMAM,1920000000, 11/04/2015 , Sep 2015 , $0.31 , 4 , $0.33 ,6.45%
Omega Protein Corporation (OME) ,OME,402140000, 11/04/2015 , Sep 2015 , $0.33 , 3 , $0.08 ,-75.76%
OraSure Technologies Inc. (OSUR) ,OSUR,296530000, 11/04/2015 , Sep 2015 , $0 , 2 , $0.02 ,∞%
Pacific Ethanol Inc. (PEIX) ,PEIX,260230000, 11/04/2015 , Sep 2015 , $-0.05 , 2 , $0.33 ,-760%
Papa Murphy's Holdings Inc. (FRSH) ,FRSH,227780000, 11/04/2015 , Sep 2015 , $0.07 , 5 , $0.08 ,14.29%
Parsley Energy Inc. (PE) ,PE,2510000000, 11/04/2015 , Sep 2015 , $-0.05 , 10 , $0.13 ,-360%
PDL BioPharma Inc. (PDLI) ,PDLI,735520000, 11/04/2015 , Sep 2015 , $0.73 , 1 , $0.61 ,-16.44%
PennyMac Financial Services Inc. (PFSI) ,PFSI,363500000, 11/04/2015 , Sep 2015 , $0.6 , 5 , $0.49 ,-18.33%
PennyMac Mortgage Investment Trust (PMT) ,PMT,1110000000, 11/04/2015 , Sep 2015 , $0.47 , 4 , $0.69 ,46.81%
Perceptron Inc. (PRCP) ,PRCP,74330000, 11/04/2015 , Sep 2015 , $-0.18 , 1 , $-0.22 ,22.22%
Performance Food Group Company (PFGC) ,PFGC,2270000000, 11/04/2015 , Sep 2015 , $0.17 , 3 , $n/a ,n/a
Performant Financial Corporation (PFMT) ,PFMT,122530000, 11/04/2015 , Sep 2015 , $-0.01 , 1 , $0 ,-100%
Perma-Fix Environmental Services Inc. (PESI) ,PESI,49100000, 11/04/2015 , Sep 2015 , $0.15 , 1 , $0.2 ,33.33%
PGT Inc. (PGTI) ,PGTI,591760000, 11/04/2015 , Sep 2015 , $0.17 , 6 , $0.12 ,-29.41%
PHH Corp (PHH) ,PHH,920430000, 11/04/2015 , Sep 2015 , $-0.33 , 4 , $-1.19 ,260.61%
Planet Payment Inc. (PLPM) ,PLPM,156070000, 11/04/2015 , Sep 2015 , $0.02 , 3 , $0.02 ,0%
Points International Ltd. (PCOM) ,PCOM,165060000, 11/04/2015 , Sep 2015 , $0.04 , 2 , $0.1 ,150%
PowerSecure International Inc (POWR) ,POWR,289450000, 11/04/2015 , Sep 2015 , $0.05 , 5 , $-0.02 ,-140%
Press Ganey Holdings Inc. (PGND) ,PGND,1750000000, 11/04/2015 , Sep 2015 , $0.2 , 3 , $n/a ,n/a
Primerica Inc. (PRI) ,PRI,2420000000, 11/04/2015 , Sep 2015 , $0.93 , 3 , $0.76 ,-18.28%
ProAssurance Corporation (PRA) ,PRA,2840000000, 11/04/2015 , Sep 2015 , $0.63 , 3 , $0.68 ,7.94%
Prospect Capital Corporation (PSEC) ,PSEC,2590000000, 11/04/2015 , Sep 2015 , $0.25 , 7 , $0.27 ,8%
Prudential Financial Inc. (PRU) ,PRU,37960000000, 11/04/2015 , Sep 2015 , $2.44 , 9 , $2.2 ,-9.84%
QUALCOMM Incorporated (QCOM) ,QCOM,95280000000, 11/04/2015 , Sep 2015 , $0.71 , 9 , $1.14 ,60.56%
Questar Corporation (STR) ,STR,3630000000, 11/04/2015 , Sep 2015 , $0.18 , 4 , $0.22 ,22.22%
Quotient Technology Inc. (QUOT) ,QUOT,484450000, 11/04/2015 , Sep 2015 , $-0.13 , 2 , $-0.01 ,-92.31%
Rand Logistics Inc. (RLOG) ,RLOG,37900000, 11/04/2015 , Sep 2015 , $0.23 , 1 , $0.29 ,26.09%
Regeneron Pharmaceuticals Inc. (REGN) ,REGN,60040000000, 11/04/2015 , Sep 2015 , $2.62 , 2 , $1.9 ,-27.48%
RenaissanceRe Holdings Ltd. (RNR) ,RNR,5080000000, 11/04/2015 , Sep 2015 , $1.93 , 7 , $2.49 ,29.02%
Rentrak Corporation (RENT) ,RENT,841320000, 11/04/2015 , Sep 2015 , $0.02 , 2 , $-0.03 ,-250%
Republic Airways Holdings Inc. (RJET) ,RJET,293680000, 11/04/2015 , Sep 2015 , $0.09 , 3 , $0.35 ,288.89%
Research Frontiers Incorporated (REFR) ,REFR,120390000, 11/04/2015 , Sep 2015 , $-0.02 , 1 , $-0.03 ,50%
Rexford Industrial Realty Inc. (REXR) ,REXR,852940000, 11/04/2015 , Sep 2015 , $0.19 , 5 , $0.23 ,21.05%
RLJ Lodging Trust (RLJ) ,RLJ,3340000000, 11/04/2015 , Sep 2015 , $0.61 , 1 , $0.66 ,8.2%
Rocket Fuel Inc. (FUEL) ,FUEL,209250000, 11/04/2015 , Sep 2015 , $-0.29 , 2 , $-0.34 ,17.24%
Rosetta Stone (RST) ,RST,149140000, 11/04/2015 , Sep 2015 , $-0.61 , 2 , $-0.76 ,24.59%
SAExploration Holdings Inc. (SAEX) ,SAEX,41040000, 11/04/2015 , Sep 2015 , $-0.03 , 1 , $-0.23 ,666.67%
Sandridge Energy Inc. (SD) ,SD,194330000, 11/04/2015 , Sep 2015 , $-0.11 , 8 , $0.07 ,-163.64%
Sapiens International Corporation N.V. (SPNS) ,SPNS,564150000, 11/04/2015 , Sep 2015 , $0.11 , 3 , $0.08 ,-27.27%
SBA Communications Corporation (SBAC) ,SBAC,15470000000, 11/04/2015 , Sep 2015 , $0.1 , 8 , $0.02 ,-80%
Schweitzer-Mauduit International Inc. (SWM) ,SWM,1210000000, 11/04/2015 , Sep 2015 , $n/a , 0 , $0.94 ,n/a
Scorpio Tankers Inc. (STNG) ,STNG,1690000000, 11/04/2015 , Sep 2015 , $0.43 , 9 , $-0.01 ,-102.33%
Select Comfort Corporation (SCSS) ,SCSS,1110000000, 11/04/2015 , Sep 2015 , $0.41 , 7 , $0.44 ,7.32%
Senior Housing Properties Trust (SNH) ,SNH,3680000000, 11/04/2015 , Sep 2015 , $0.46 , 7 , $0.44 ,-4.35%
Sequenom Inc. (SQNM) ,SQNM,208500000, 11/04/2015 , Sep 2015 , $-0.1 , 3 , $-0.05 ,-50%
Shopify Inc. (SHOP) ,SHOP,460360000, 11/04/2015 , Sep 2015 , $-0.09 , 1 , $n/a ,n/a
Silver Bay Realty Trust Corp. (SBY) ,SBY,598420000, 11/04/2015 , Sep 2015 , $0.18 , 3 , $0.08 ,-55.56%
Sinclair Broadcast Group Inc. (SBGI) ,SBGI,2990000000, 11/04/2015 , Sep 2015 , $0.23 , 3 , $0.49 ,113.04%
SMTP Inc. (SMTP) ,SMTP,31100000, 11/04/2015 , Sep 2015 , $-0.13 , 3 , $-0.02 ,-84.62%
SodaStream International Ltd. (SODA) ,SODA,316330000, 11/04/2015 , Sep 2015 , $0.21 , 6 , $0.45 ,114.29%
SolarEdge Technologies Inc. (SEDG) ,SEDG,710940000, 11/04/2015 , Sep 2015 , $0.27 , 5 , $n/a ,n/a
Southwest Gas Corporation (SWX) ,SWX,2870000000, 11/04/2015 , Sep 2015 , $0.05 , 4 , $0.04 ,-20%
SP Plus Corporation (SP) ,SP,576020000, 11/04/2015 , Sep 2015 , $0.25 , 2 , $0.28 ,12%
Spark Therapeutics Inc. (ONCE) ,ONCE,1430000000, 11/04/2015 , Sep 2015 , $-0.39 , 2 , $n/a ,n/a
Spectra Energy Corp (SE) ,SE,19330000000, 11/04/2015 , Sep 2015 , $0.23 , 7 , $0.31 ,34.78%
Spectra Energy Partners LP (SEP) ,SEP,12820000000, 11/04/2015 , Sep 2015 , $0.75 , 8 , $0.75 ,0%
Spectrum Pharmaceuticals Inc. (SPPI) ,SPPI,354060000, 11/04/2015 , Sep 2015 , $-0.22 , 3 , $0.03 ,-113.64%
SPX Corporation (SPXC) ,SPXC,131950000, 11/04/2015 , Sep 2015 , $0.39 , 3 , $1.62 ,315.38%
Stifel Financial Corporation (SF) ,SF,3170000000, 11/04/2015 , Sep 2015 , $0.73 , 1 , $0.64 ,-12.33%
Stonegate Mortgage Corporation (SGM) ,SGM,148250000, 11/04/2015 , Sep 2015 , $0.13 , 4 , $0.12 ,-7.69%
Stratasys Ltd. (SSYS) ,SSYS,1390000000, 11/04/2015 , Sep 2015 , $-0.15 , 2 , $0.49 ,-426.67%
Sturm Ruger & Company Inc. (RGR) ,RGR,1040000000, 11/04/2015 , Sep 2015 , $0.7 , 3 , $0.34 ,-51.43%
Sucampo Pharmaceuticals Inc. (SCMP) ,SCMP,921630000, 11/04/2015 , Sep 2015 , $0.18 , 3 , $0.14 ,-22.22%
Sun Life Financial Inc. (SLF) ,SLF,20690000000, 11/04/2015 , Sep 2015 , $0.66 , 3 , $0.74 ,12.12%
Sunoco Logistics Partners LP (SXL) ,SXL,7460000000, 11/04/2015 , Sep 2015 , $0.31 , 10 , $0.5 ,61.29%
Sunoco LP (SUN) ,SUN,2470000000, 11/04/2015 , Sep 2015 , $0.43 , 8 , $0.27 ,-37.21%
Surgical Care Affiliates Inc. (SCAI) ,SCAI,1280000000, 11/04/2015 , Sep 2015 , $0.48 , 2 , $0.45 ,-6.25%
Sysorex Global Holding Corp. (SYRX) ,SYRX,18440000, 11/04/2015 , Sep 2015 , $-0.13 , 3 , $-0.11 ,-15.38%
Tallgrass Energy GP LP (TEGP) ,TEGP,3860000000, 11/04/2015 , Sep 2015 , $0.17 , 1 , $n/a ,n/a
Tallgrass Energy Partners LP (TEP) ,TEP,2700000000, 11/04/2015 , Sep 2015 , $0.56 , 7 , $0.23 ,-58.93%
Taylor Morrison Home Corporation (TMHC) ,TMHC,2260000000, 11/04/2015 , Sep 2015 , $0.4 , 3 , $0.54 ,35%
Tenaris S.A. (TS) ,TS,15040000000, 11/04/2015 , Sep 2015 , $0.18 , 4 , $0.54 ,200%
Tesco Corporation (TESO) ,TESO,331150000, 11/04/2015 , Sep 2015 , $-0.26 , 5 , $0.27 ,-203.85%
The Andersons Inc. (ANDE) ,ANDE,992880000, 11/04/2015 , Sep 2015 , $0.37 , 3 , $0.59 ,59.46%
The Habit Restaurants Inc. (HABT) ,HABT,640150000, 11/04/2015 , Sep 2015 , $0.05 , 7 , $n/a ,n/a
TherapeuticsMD Inc. (TXMD) ,TXMD,1140000000, 11/04/2015 , Sep 2015 , $-0.13 , 3 , $-0.12 ,-7.69%
Thermon Group Holdings Inc. (THR) ,THR,646340000, 11/04/2015 , Sep 2015 , $0.3 , 2 , $0.36 ,20%
TheStreet Inc. (TST) ,TST,50890000, 11/04/2015 , Sep 2015 , $-0.03 , 1 , $-0.02 ,-33.33%
Time Warner Inc. (TWX) ,TWX,62440000000, 11/04/2015 , Sep 2015 , $1.09 , 14 , $1.22 ,11.93%
Transocean Ltd. (RIG) ,RIG,6070000000, 11/04/2015 , Sep 2015 , $0.67 , 12 , $0.96 ,43.28%
Transocean Partners LLC (RIGP) ,RIGP,786900000, 11/04/2015 , Sep 2015 , $0.38 , 2 , $0.24 ,-36.84%
Triangle Capital Corporation (TCAP) ,TCAP,574610000, 11/04/2015 , Sep 2015 , $0.51 , 6 , $0.51 ,0%
Tronox Limited (TROX) ,TROX,775910000, 11/04/2015 , Sep 2015 , $-0.22 , 1 , $0.05 ,-122.73%
Tumi Holdings Inc. (TUMI) ,TUMI,1110000000, 11/04/2015 , Sep 2015 , $0.2 , 5 , $0.21 ,5%
Twenty-First Century Fox Inc. (FOX) ,FOX,62830000000, 11/04/2015 , Sep 2015 , $0.38 , 2 , $0.39 ,2.63%
Twenty-First Century Fox Inc. (FOXA) ,FOXA,37680000000, 11/04/2015 , Sep 2015 , $0.37 , 13 , $0.39 ,5.41%
Two Harbors Investments Corp (TWO) ,TWO,3170000000, 11/04/2015 , Sep 2015 , $0.23 , 8 , $0.23 ,0%
Ultrapar Participacoes S.A. (UGP) ,UGP,9610000000, 11/04/2015 , Sep 2015 , $0.19 , 1 , $0.24 ,26.32%
Urban Edge Properties (UE) ,UE,2420000000, 11/04/2015 , Sep 2015 , $n/a , 0 , $n/a ,n/a
USA Truck Inc. (USAK) ,USAK,198150000, 11/04/2015 , Sep 2015 , $0.25 , 2 , $0.26 ,4%
Vectrus Inc. (VEC) ,VEC,263990000, 11/04/2015 , Sep 2015 , $0.52 , 2 , $n/a ,n/a
Virtu Financial Inc. (VIRT) ,VIRT,3400000000, 11/04/2015 , Sep 2015 , $0.32 , 1 , $n/a ,n/a
Virtusa Corporation (VRTU) ,VRTU,1690000000, 11/04/2015 , Sep 2015 , $0.34 , 5 , $0.34 ,0%
Vitamin Shoppe Inc (VSI) ,VSI,861080000, 11/04/2015 , Sep 2015 , $0.47 , 9 , $0.47 ,0%
VIVUS Inc. (VVUS) ,VVUS,154990000, 11/04/2015 , Sep 2015 , $-0.13 , 2 , $-0.12 ,-7.69%
VolitionRX Limited (VNRX) ,VNRX,75490000, 11/04/2015 , Sep 2015 , $-0.13 , 2 , $-0.13 ,-0%
Vonage Holdings Corp. (VG) ,VG,1300000000, 11/04/2015 , Sep 2015 , $0.06 , 4 , $0.06 ,0%
Voya Financial Inc. (VOYA) ,VOYA,9270000000, 11/04/2015 , Sep 2015 , $0.79 , 14 , $0.75 ,-5.06%
W&T Offshore Inc. (WTI) ,WTI,247790000, 11/04/2015 , Sep 2015 , $-0.9 , 3 , $-0.11 ,-87.78%
Walker & Dunlop Inc. (WD) ,WD,900540000, 11/04/2015 , Sep 2015 , $0.5 , 4 , $0.47 ,-6%
WEC Energy Group Inc. (WEC) ,WEC,16320000000, 11/04/2015 , Sep 2015 , $0.59 , 6 , $0.57 ,-3.39%
WellCare Health Plans Inc. (WCG) ,WCG,3990000000, 11/04/2015 , Sep 2015 , $0.95 , 11 , $0.59 ,-37.89%
Wendy's Company (The) (WEN) ,WEN,2820000000, 11/04/2015 , Sep 2015 , $0.08 , 9 , $0.08 ,0%
Western Asset Mortgage Capital Corporation (WMC) ,WMC,484590000, 11/04/2015 , Sep 2015 , $0.64 , 6 , $0.48 ,-25%
Westrock Company (WRK) ,WRK,14170000000, 11/04/2015 , Sep 2015 , $0.93 , 8 , $0.63 ,-32.26%
Whitestone REIT (WSR) ,WSR,338300000, 11/04/2015 , Sep 2015 , $0.25 , 1 , $0.3 ,20%
Whole Foods Market Inc. (WFM) ,WFM,11060000000, 11/04/2015 , Sep 2015 , $0.35 , 15 , $0.35 ,0%
Wix.com Ltd. (WIX) ,WIX,916140000, 11/04/2015 , Sep 2015 , $-0.28 , 4 , $-0.34 ,21.43%
Wright Medical Group N.V. (WMGI) ,WMGI,2020000000, 11/04/2015 , Sep 2015 , $-0.41 , 5 , $-0.2 ,-51.22%
XenoPort Inc. (XNPT) ,XNPT,387930000, 11/04/2015 , Sep 2015 , $-0.37 , 2 , $0.13 ,-135.14%
XPO Logistics Inc. (XPO) ,XPO,2760000000, 11/04/2015 , Sep 2015 , $-0.18 , 9 , $-0.13 ,-27.78%
ZAIS Financial Corp. (ZFC) ,ZFC,106970000, 11/04/2015 , Sep 2015 , $0.41 , 4 , $0.35 ,-14.63%
